Question ID,Question Text,Truth Query,LLM Query,Generation Time (s),Truth Exec Time (s),LLM Exec Time (s),String Match,Execution Score,Error_Message
233,how many people live in the smallest state bordering wyoming,"SELECT STATEalias0.POPULATION FROM STATE AS STATEalias0 WHERE STATEalias0.POPULATION = ( SELECT MAX( STATEalias1.POPULATION ) FROM STATE AS STATEalias1 WHERE STATEalias1.STATE_NAME IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""wyoming"" ) ) AND STATEalias0.STATE_NAME IN ( SELECT BORDER_INFOalias1.BORDER FROM BORDER_INFO AS BORDER_INFOalias1 WHERE BORDER_INFOalias1.STATE_NAME = ""wyoming"" ) ;",SELECT MIN(population) FROM state WHERE state_name IN (SELECT border FROM border_info WHERE state_name = 'wyoming'),3.341,0.0011,0.0002,0,0,Data Mismatch
234,what is the length of the colorado river in texas,"SELECT RIVERalias0.LENGTH FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME = ""colorado"" AND RIVERalias0.TRAVERSE = ""texas"" ;",SELECT length FROM river WHERE river_name = 'colorado' AND traverse = 'texas',4.472,0.0006,0.0001,0,1,
235,what is the population density in the state with capital austin,"SELECT STATEalias0.DENSITY FROM STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = ""austin"" ;",SELECT density FROM state WHERE capital = 'austin',3.405,0.0005,0.0002,0,1,
236,how long is the shortest river in the usa,SELECT DISTINCT RIVERalias0.LENGTH FROM RIVER AS RIVERalias0 WHERE RIVERalias0.LENGTH = ( SELECT MIN( RIVERalias1.LENGTH ) FROM RIVER AS RIVERalias1 ) ;,SELECT MIN(length) FROM river WHERE country_name = 'usa',4.299,0.0013,0.0001,0,1,
237,what is the elevation of death valley,"SELECT HIGHLOWalias0.LOWEST_ELEVATION FROM HIGHLOW AS HIGHLOWalias0 WHERE HIGHLOWalias0.LOWEST_POINT = ""death valley"" ;",SELECT lowest_elevation FROM highlow WHERE lowest_point = 'death valley',3.477,0.0003,0.0001,0,1,
238,what is the average population of the us by state,SELECT AVG ( STATEalias0.POPULATION ) FROM STATE AS STATEalias0 ;,SELECT AVG(population) FROM state WHERE country_name = 'usa',4.506,0.0011,0.0001,0,1,
239,what rivers flow through the largest state,SELECT RIVERalias0.RIVER_NAME FROM RIVER AS RIVERalias0 WHERE RIVERalias0.TRAVERSE IN ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ;,SELECT river_name FROM river WHERE traverse = (SELECT state_name FROM state WHERE area = (SELECT MAX(area) FROM state)),3.685,0.0007,0.0001,0,1,
240,what states border states that border states that border states that border texas,"SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 , BORDER_INFO AS BORDER_INFOalias1 , BORDER_INFO AS BORDER_INFOalias2 , BORDER_INFO AS BORDER_INFOalias3 WHERE BORDER_INFOalias1.BORDER = BORDER_INFOalias0.STATE_NAME AND BORDER_INFOalias2.BORDER = BORDER_INFOalias1.STATE_NAME AND BORDER_INFOalias3.BORDER = BORDER_INFOalias2.STATE_NAME AND BORDER_INFOalias3.STATE_NAME = ""texas"" ;",SELECT border FROM border_info WHERE state_name IN (SELECT border FROM border_info WHERE state_name IN (SELECT border FROM border_info WHERE state_name IN (SELECT border FROM border_info WHERE state_name = 'texas'))),4.599,0.004,0.0015,0,1,
241,how many states border on the state whose capital is boston,"SELECT COUNT( BORDER_INFOalias0.BORDER ) FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.CAPITAL = ""boston"" ) ;",SELECT COUNT(border) FROM border_info WHERE state_name = (SELECT state_name FROM state WHERE capital = 'boston'),3.478,0.0006,0.0002,0,1,
242,what are the major cities in the states through which the major river in virginia runs,"SELECT CITYalias0.CITY_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION > 150000 AND CITYalias0.STATE_NAME IN ( SELECT RIVERalias0.TRAVERSE FROM RIVER AS RIVERalias0 WHERE RIVERalias0.RIVER_NAME IN ( SELECT RIVERalias1.RIVER_NAME FROM RIVER AS RIVERalias1 WHERE RIVERalias1.LENGTH > 750 AND RIVERalias1.TRAVERSE = ""virginia"" ) ) ;",SELECT city_name FROM city WHERE population > 150000 AND state_name IN (SELECT traverse FROM river WHERE length = (SELECT MAX(length) FROM river WHERE traverse = 'virginia') AND traverse = 'virginia'),4.502,0.001,0.0003,0,0,Data Mismatch
243,which states does not border texas,"SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.STATE_NAME NOT IN ( SELECT BORDER_INFOalias0.BORDER FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ""texas"" ) ;",SELECT state_name FROM state WHERE state_name NOT IN (SELECT border FROM border_info WHERE state_name = 'texas'),3.344,0.0011,0.0002,0,1,
244,how many states border the largest state,SELECT COUNT( BORDER_INFOalias0.BORDER ) FROM BORDER_INFO AS BORDER_INFOalias0 WHERE BORDER_INFOalias0.STATE_NAME = ( SELECT STATEalias0.STATE_NAME FROM STATE AS STATEalias0 WHERE STATEalias0.AREA = ( SELECT MAX( STATEalias1.AREA ) FROM STATE AS STATEalias1 ) ) ;,SELECT COUNT(border) FROM border_info WHERE state_name = (SELECT state_name FROM state WHERE area = (SELECT MAX(area) FROM state)),4.275,0.0008,0.0002,0,1,
245,which state is the largest city in montana in,"SELECT CITYalias0.STATE_NAME FROM CITY AS CITYalias0 WHERE CITYalias0.POPULATION = ( SELECT MAX( CITYalias1.POPULATION ) FROM CITY AS CITYalias1 WHERE CITYalias1.STATE_NAME = ""montana"" ) AND CITYalias0.STATE_NAME = ""montana"" ;",SELECT state_name FROM city WHERE city_name = (SELECT city_name FROM city WHERE state_name = 'montana' ORDER BY population DESC LIMIT 1),4.349,0.003,0.0011,0,1,
246,what is the longest river in the state with the highest point,"SELECT RIVERalias0.RIVER_NAME FROM HIGHLOW AS HIGHLOWalias0 , RIVER AS RIVERalias0 WHERE HIGHLOWalias0.HIGHEST_ELEVATION = ( SELECT MAX( HIGHLOWalias1.HIGHEST_ELEVATION ) FROM HIGHLOW AS HIGHLOWalias1 ) AND RIVERalias0.TRAVERSE = HIGHLOWalias0.STATE_NAME ORDER BY RIVERalias0.LENGTH DESC LIMIT 1 ;",SELECT river_name FROM river WHERE length = (SELECT MAX(length) FROM river WHERE traverse = (SELECT state_name FROM highlow WHERE highest_elevation = (SELECT MAX(highest_elevation) FROM highlow))),3.368,0.001,0.0003,0,1,
